iri,label,definition,type
https://www.commoncoreontologies.org/ont00000660,Effect,A Process that follows and is caused by some previous Process.,class
https://www.commoncoreontologies.org/ont00000661,Government Artifact Function,A Service Artifact Function that is realized in processes in which public policy is administered and the actions of its members are directed.,class
https://www.commoncoreontologies.org/ont00000662,Material Territory of a Government Domain,"The portions of lithosphere, hydrosphere, or atmosphere that together exactly occupy a Government Domain",class
https://www.commoncoreontologies.org/ont00000663,Power Transmission Artifact,A Material Artifact that is designed to transfer and regulate Power flow from a Power Source to an application point.,class
https://www.commoncoreontologies.org/ont00000664,Radio Relay Station,A Communications Facility that is designed to support the receiving and re-transmitting of radio signals.,class
https://www.commoncoreontologies.org/ont00000665,Cleaning Artifact Function,An Artifact Function that is realized in processes in which some Artifact is used to remove foreign objects from another object.,class
https://www.commoncoreontologies.org/ont00000666,Neutral Person,A Person who is the bearer of some Neutral Role.,class
https://www.commoncoreontologies.org/ont00000667,Combat Outpost,A Military Facility that is designed to support the conduction of combat operations of limited scope or size.,class
https://www.commoncoreontologies.org/ont00000668,Battery Terminal,A Material Artifact that is designed to connect a load or charger to a single or multiple-cell Battery.,class
https://www.commoncoreontologies.org/ont00000669,Distance Measurement Information Content Entity,A Ratio Measurement Information Content Entity that is a measurement of a One-Dimensional Extent inhering in some Site that is externally connected to two Independent Continuants.,class
https://www.commoncoreontologies.org/ont00000670,Distribution Port,A Port that is designed with the cargo handling equipment necessary for the loading and unloading of Watercraft,class
https://www.commoncoreontologies.org/ont00000671,Anti-Bacterial Artifact Function,"An Anti-Microbial Artifact Function that is realized in a process which causes harm to, or the death of, some bacterium.",class
https://www.commoncoreontologies.org/ont00000672,Super Low Frequency,A Radio Frequency that is between 30 and 300 Hz.,class
https://www.commoncoreontologies.org/ont00000673,Prosthetic Foot,A Prosthesis that is designed to replace a missing foot.,class
https://www.commoncoreontologies.org/ont00000674,Calendar Year,A Year that begins and ends concurrently with the Days specified by a Calendar System to be the first and last Days of the Year.,class
https://www.commoncoreontologies.org/ont00000675,Sound Wave Process,A Mechanical Wave Process of Pressure and displacement that is parallel to the propogation direction of the Wave Process through a medium.,class
https://www.commoncoreontologies.org/ont00000676,Act of Inhabitancy,A Planned Act in which a Person lives at a Site for a period of time that may be as short as 1 day/night or as long as the Person's entire life.,class
https://www.commoncoreontologies.org/ont00000677,Product Transport Facility,A Facility that is designed to transport some product.,class
https://www.commoncoreontologies.org/ont00000678,Voltage Regulating Artifact Function,An Artifact Function that is realized by processes in which some Artifact is used to cause a change in the voltage magnitude between the sending and receiving end of an electrical component.,class
https://www.commoncoreontologies.org/ont00000679,Attitude Control Artifact Function,An Artifact Function that is realized by an Artifact participating in an attitude control process.,class
https://www.commoncoreontologies.org/ont00000680,Medical Depot,A Storage Facility that is designed to store medical supplies.,class
https://www.commoncoreontologies.org/ont00000681,External Navigation Lighting System,"A Lighting System that is designed to be attached to some Vehicle and to emit colored light in order to signal that Vehicle's position, heading, and status.",class
https://www.commoncoreontologies.org/ont00000682,Mirror,An Optical Instrument that is designed to reflect light that has a wavelength within a given range and is incident on its relflecting surface such that the reflected light maintains most of the characteristics of the original light.,class
https://www.commoncoreontologies.org/ont00000683,Diminutive Name,An Abbreviated Name that is a familiar form of a Proper Name.,class
https://www.commoncoreontologies.org/ont00000684,Act of Contract Formation,"An Act of Promising having a lawful object entered into voluntarily by two or more agents with legal capacity, each of whom intends to create one or more legal obligations between them.",class
https://www.commoncoreontologies.org/ont00000685,Government Domain Border,A Geospatial Boundary that is a boundary of some Government Domain.,class
https://www.commoncoreontologies.org/ont00000686,Designative Information Content Entity,An Information Content Entity that consists of a set of symbols that denote some Entity.,class
https://www.commoncoreontologies.org/ont00000687,Act of Training Acquisition,An Act of Training performed by an Agent by acquiring knowledge from another Agent.,class
https://www.commoncoreontologies.org/ont00000688,Turbofan Air-Breathing Jet Engine,"An Air-Breathing Jet Engine that uses a Turbofan, which consists of a Turbine and a Fan.",class
https://www.commoncoreontologies.org/ont00000689,Switch Artifact Function,An Artifact Function that is realized in a process of breaking an electric circuit by interrupting the current or diverting it from one conductor to another.,class
https://www.commoncoreontologies.org/ont00000690,Telecommunication Instrument,A Communication Instrument that is designed for use by some Agent in some Act of Communication where the recipient of that communication is potentially a significant distance away from the Agent.,class
https://www.commoncoreontologies.org/ont00000691,Fuel Tank,A Container that is designed to store a Portion of Fuel.,class
https://www.commoncoreontologies.org/ont00000692,Probability Measurement Information Content Entity,A Measurement Information Content Entity that is a measurement of the likelihood that a Process or Process Aggregate occurs.,class
https://www.commoncoreontologies.org/ont00000693,Mass Specification,A Quality Specification that prescribes the Amount of Mass that a Material Entity should have.,class
https://www.commoncoreontologies.org/ont00000694,Nozzle Mouth,A Fluid Control Artifact that consists of the portion of a Nozzle at the end that is designed to be where the flow of fluid exits the Nozzle.,class
https://www.commoncoreontologies.org/ont00000695,Radiolucent,A Radiopacity that inheres in a bearer in virtue of its capacity to permit most X-rays to pass through it.,class
https://www.commoncoreontologies.org/ont00000696,Ideology,"An Information Content Entity that consists of a collection of claims about how some part of the world is or should be and which is accepted as true by an Agent or Group of Agents such that it forms the basis of their beliefs, goals, expectations, and motivations.",class
https://www.commoncoreontologies.org/ont00000697,Enemy Person,A Person who is the bearer of some Enemy Role.,class
https://www.commoncoreontologies.org/ont00000698,Convergent-Divergent Nozzle,A Nozzle that consists of a tube with an asymmetric hourglass shape that is designed to accelerate hot pressurized gas by converting the heat energy of the gas flow into kinetic energy as it passes through the Nozzle Throat to generate increased Exhaust Velocity of the gas as it exits the Nozzle.,class
https://www.commoncoreontologies.org/ont00000699,Afternoon,A Temporal Interval that consists of the temporal regions between when the sun is at its apex (approximately 12:00pm) and when it sets (approximately 6:00pm).,class
https://www.commoncoreontologies.org/ont00000700,Computer Network,A Telecommunication Network that is designed to allow the exchange of data between two or more computers connected to the network.,class
https://www.commoncoreontologies.org/ont00000701,Wire Receiver,A Radio Receiver that uses a Wire Antenna to intercept radio signals.,class
https://www.commoncoreontologies.org/ont00000702,Image,An Information Bearing Artifact that is designed to carry an Information Content Entity that represents some entity owing to a visual isomorphism between the carrying artifact and the entity.,class
https://www.commoncoreontologies.org/ont00000703,System Clock,A Timekeeping Instrument that is part of a computer an is designed to issue a steady high-frequency signal that is used to synchronize all of the computer's internal components.,class
https://www.commoncoreontologies.org/ont00000704,Tunnel,"A Land Transportation Artifact that is designed to enable Ground Vehicles to travel underneath a surrounding soil, earth, or rock formation.",class
https://www.commoncoreontologies.org/ont00000705,Power Transmission Line,A Product Transport Facility that is designed to transmit electricity over distance via a system of above ground wires including their supports.,class
https://www.commoncoreontologies.org/ont00000706,Terminal Board,A Material Artifact that is designed to join electrical terminations and create an electrical circuit by means of a block which connects individual wires without a splice or physically joining the ends.,class
https://www.commoncoreontologies.org/ont00000707,Measurement Unit of Angle,A Measurement Unit that is used as a standard for measurement of the angle between two lines or planes in relation to a vertex.,class
https://www.commoncoreontologies.org/ont00000708,Water Tower,A Facility that is the bearer of functions realized in processes of storing water in an elevated container.,class
https://www.commoncoreontologies.org/ont00000709,Visual Prosthesis,"An Artificial Eye that is designed to replace a missing eye, which performs the function of an eye.",class
https://www.commoncoreontologies.org/ont00000710,Command Post Facility,A Military Facility that is designed to support the command and control of Military Operations or Forces.,class
https://www.commoncoreontologies.org/ont00000711,Semi-automatic Pistol,A Hand Gun that has a single fixed firing chamber machined into the rear of the barrel and an ammunition magazine capable of holding multiple Cartridges such that the Hand Gun is designed to automatically reload each time it is fired and to fire a Bullet with each successive pull of the trigger until the stored ammunition is depleted.,class
https://www.commoncoreontologies.org/ont00000712,Acceleration,A Process Profile that is the rate of change of the Velocity of an object.,class
https://www.commoncoreontologies.org/ont00000713,Vehicle,A Material Artifact that is designed to facilitate the movement of material entities from one location to another by conveying them there.,class
https://www.commoncoreontologies.org/ont00000714,Horn Antenna,"A Radio Antenna that consists of a flaring metal waveguide shaped like a horn to direct radio waves in a beam and can be used on its own or as a feeder for larger antenna structures, such as Parabolic Antennas.",class
https://www.commoncoreontologies.org/ont00000715,Prosthesis,A Medical Artifact that is designed to replace a missing body part.,class
https://www.commoncoreontologies.org/ont00000716,Electric Battery,An Electrical Power Source that is designed to produce electric power by converting chemical energy to electrical energy.,class
https://www.commoncoreontologies.org/ont00000717,Fossil Fuel Power Plant,"An Electric Power Station that is designed to convert fossil fuels (e.g. coal, natural gas, or petroleum) into electrical energy.",class
https://www.commoncoreontologies.org/ont00000718,Village,A Local Administrative Region in which a human population permanently resides that is typically larger than the population of a hamlet but smaller than that of a Town.,class
https://www.commoncoreontologies.org/ont00000719,Counterfeit Instrument,A Material Artifact that is designed to be a fake replica of some genuine Artifact.,class
https://www.commoncoreontologies.org/ont00000720,Cryogenic Storage Dewar,"A Container that is designed to store a Portion of Cryogenic Material (such as liquid helium or liquid oxygen) and which consists of, minimally, walls that are constructed from two or more layers that are separated by a high vacuum to provide thermal insulation between the interior and exterior of the dewar.",class
https://www.commoncoreontologies.org/ont00000721,Polarizing Prism,A Prism designed to split a beam of light entering the Prism into components of varying polarization.,class
https://www.commoncoreontologies.org/ont00000722,Sea Level,A Fiat Surface that divides the spheroid composed of Earth and its atmosphere at some point that corresponds to the mean level of calm water in the Earth’s oceans.,class
https://www.commoncoreontologies.org/ont00000723,Vehicle Control System,A Control System that is designed to enable some Agent to control some Vehicle.,class
https://www.commoncoreontologies.org/ont00000724,Parabolic Antenna,A Radio Antenna that uses a parabolic reflector to direct or receive radio waves and has a very high gain.,class
https://www.commoncoreontologies.org/ont00000725,Wedding,An Act of Ceremony in which two Persons are united in Marriage or a similar institution.,class
https://www.commoncoreontologies.org/ont00000726,Decrease of Dependent Continuant,A Change in which some Independent Continuant has a decrease in the level of some Dependent Continuant that it bears.,class
https://www.commoncoreontologies.org/ont00000727,Communication Artifact Function,An Artifact Function that is realized in a process in which meaningful signs are conveyed from one entity to another.,class
https://www.commoncoreontologies.org/ont00000728,Submillimeter Wavelength Radio Telescope,A Radio Telescope that is designed to aid in the observation of spatially distant Objects by means of collecting and focusing radio waves from the submillimeter waveband (i.e. microwaves) to form an enhanced image of the Object.,class
https://www.commoncoreontologies.org/ont00000729,Spherical Coordinate System,"A Spatial Reference System for three-dimensional spatial regions that identifies each point using an ordered triple of numerical coordinates that consist of the radial distance of the point of interest from a fixed origin, its polar angle measured from a fixed zenith direction, and the azimuth angle of its orthogonal projection measured from a fixed direction on a reference plane that passes through the origin and is orthogonal to the zenith.",class
https://www.commoncoreontologies.org/ont00000730,Hydraulic Power Transfer Unit,A Material Artifact that is designed to transfer hydraulic power from one of an Aircraft's hydraulic systems to another in the event that a system has failed or been turned off.,class
https://www.commoncoreontologies.org/ont00000731,Deviation Measurement Information Content Entity,A Measurement Information Content Entity that is a measurement of the extent to which an entity conforms to how it is expected or supposed to be.,class
https://www.commoncoreontologies.org/ont00000732,Microwave Frequency,A Radio Frequency that is between 300 MHz and 300 GHz.,class
https://www.commoncoreontologies.org/ont00000733,Spherical,A Three Dimensional Shape inhering in a bearer in virtue of all of its cross sections being round.,class
https://www.commoncoreontologies.org/ont00000734,Land Mine,An Explosive Weapon that is designed to be concealed under or on the ground and to detonate as its target passes over or near it.,class
https://www.commoncoreontologies.org/ont00000735,Geospatial Region Bounding Box Identifier List,"A Measurement Unit of Geocoordinate that is comprised of 4 pairs of coordinates, one for each of the 4 defining points (North, West, South, East) of a Geospatial Region Bounding Box.",class
https://www.commoncoreontologies.org/ont00000736,Transducer,A Material Artifact that is designed to convert one form of energy to another.,class
https://www.commoncoreontologies.org/ont00000737,Forward Operations Base,"A Military Base that is located relatively close to an offensive Area of Operations, is supported by the Base of Operations, and is designed to support local strategic objectives and tactical operations.",class
https://www.commoncoreontologies.org/ont00000738,Length,A One Dimensional Extent that inheres in a bearer in virtue of the bearer's greatest extent in one direction.,class
https://www.commoncoreontologies.org/ont00000739,Act of Sojourn,"An Act of Inhabitancy in which a Person lives in a dwelling temporarily, often during stages of an Act of Travel.",class
https://www.commoncoreontologies.org/ont00000740,Resource,"A Continuant that is owned by, in the possession of, or is otherwise controlled by an Agent such that it could be used by that Agent.",class
https://www.commoncoreontologies.org/ont00000741,Act of Targeting,A Planned Act wherein some Agent maintains one or more entities as the objects of potential action given some operational requirement.,class
https://www.commoncoreontologies.org/ont00000742,Ignition System,A Material Artifact that is designed to produce an Ignition process.,class
https://www.commoncoreontologies.org/ont00000743,Chart,An Image that is designed to carry some Representational Information Content Entity that is prescribed by some canonical visual format.,class
https://www.commoncoreontologies.org/ont00000744,Act of Social Group Membership,An Act of Association wherein a Person belongs to some Social Group.,class
https://www.commoncoreontologies.org/ont00000745,Point Estimate Information Content Entity,An Estimate Information Content Entity that consists of a single value for the measured entity.,class
https://www.commoncoreontologies.org/ont00000746,Combustion Engine,A Heat Engine that is designed to convert thermal energy that is generated through a local Combustion process into mechanical energy.,class
https://www.commoncoreontologies.org/ont00000747,Canal,A Water Transportation Artifact that is an artificial Hydrographic Feature designed to convey water or enable Watercraft to travel inland.,class
https://www.commoncoreontologies.org/ont00000748,Bullet,"A Portion of Ammunition that is designed to be projected by a Firearm, Sling, Slingshot, or Air Gun, but which does not (typically) contain explosives.",class
https://www.commoncoreontologies.org/ont00000749,Julian Day Number,A Decimal Date Identifier that designates some Julian Day by using a number to indicate the sequential ordering of the Day since the Julian Date epoch.,class
https://www.commoncoreontologies.org/ont00000750,Text Messaging,An Act of Communication by Media involving the exchange of brief written messages between fixed-line phone or mobile phone and fixed or portable devices over a network.,class
https://www.commoncoreontologies.org/ont00000751,Action Permission,A Process Regulation that permits some Process.,class
https://www.commoncoreontologies.org/ont00000752,Wave Process Profile,A Process Profile of a Wave Process.,class
https://www.commoncoreontologies.org/ont00000753,Ultra Low Frequency,A Radio Frequency that is between 300 Hz and 3 kHz.,class
https://www.commoncoreontologies.org/ont00000754,Electromagnetic Radiation Frequency,A Frequency that is characterized by the rate of Oscillations per second of an Electromagnetic Wave.,class
https://www.commoncoreontologies.org/ont00000755,Zenith,A One-Dimensional Spatial Region that extends from a given location upward along the local vertical direction pointing in the direction opposite the apparent Gravitational Force at that location.,class
https://www.commoncoreontologies.org/ont00000756,Database,An Information Bearing Artifact that is designed to bear some set of specific Information Content Entities and to be rapidly searchable and retrievable.,class
https://www.commoncoreontologies.org/ont00000757,Synagogue,A Religious Facility that is designed for Judaic worship and prayer.,class
https://www.commoncoreontologies.org/ont00000758,Component Role,A Role that inheres in an entity having a discrete structure in virtue of that entity being part of a system considered at a particular level of analysis.,class
https://www.commoncoreontologies.org/ont00000759,Color Saturation,"An Optical Property that inheres in a bearer in virtue of its capacity to reflect high intensity light distributed across fewer wavelengths, typically considered on a continuum of purity.",class
https://www.commoncoreontologies.org/ont00000760,Surface Wave Profile,A Wave Process Profile in which the Wave Process propogates along the surface of a medium and which involves both transverse and longitudinal wave profiles such that the motion of the displacement of participating particles is circular or elliptical.,class
https://www.commoncoreontologies.org/ont00000761,Pier,A Transportation Facility that is designed to partially enclose a harbor and form a landing place for Watercraft.,class
https://www.commoncoreontologies.org/ont00000762,Fungicide Artifact Function,"An Anti-Microbial Artifact Function that is realized in a process which causes harm to, or the death of, some fungus or fungal spore.",class
https://www.commoncoreontologies.org/ont00000763,Velocity,A Process Profile of an object's Motion that is characterized by its Speed and direction with respect to a frame of reference.,class
https://www.commoncoreontologies.org/ont00000764,Optical Focusing Artifact Function,An Optical Processing Artifact Function that is realized by an Artifact participating in a light focusing event in which the Artifact causes the light beam to converge on a target spatial point.,class
https://www.commoncoreontologies.org/ont00000765,Wave Production,A Natural Process in which a Wave Process is generated.,class
https://www.commoncoreontologies.org/ont00000766,Hardness,"A Quality that inheres in a bearer in virtue of the degree to which it can be turned, bowed, or twisted without breaking.",class
https://www.commoncoreontologies.org/ont00000767,Lubrication System,"A Material Artifact that is designed to contain, transfer, and regulate the flow of lubricant to multiple locations in an Artifact.",class
https://www.commoncoreontologies.org/ont00000768,Amount,"A Quality that inheres in a bearer in virtue of the total, aggregate or sum of a number of discrete items or material the entity contains as parts.",class
https://www.commoncoreontologies.org/ont00000769,Act of Requesting,An Act of Directive Communication performed by asking for something.,class
https://www.commoncoreontologies.org/ont00000770,Measurement Unit of Density,A Measurement Unit that is used as a standard for measurement of the mass of an object per unit of its total volume.,class
https://www.commoncoreontologies.org/ont00000771,Imaging Instrument,A Material Artifact that is designed to produce images (visual representations) of an entity.,class
https://www.commoncoreontologies.org/ont00000772,Impulsive Force,A Process Profile that is the integral of a Force that is applied to a portion of matter over a period of time.,class
https://www.commoncoreontologies.org/ont00000773,Curvilinear Motion,A Translational Motion process in which an Object moves along a curved path.,class
https://www.commoncoreontologies.org/ont00000774,Video Camera,A Camera that is designed to form and digitally or physically record a continuous stream of subsequent images of an entity or scene such that the images can be played back in succession as a video.,class
https://www.commoncoreontologies.org/ont00000775,Locomotive,A Rail Transport Vehicle that is designed to provide the motive power for a Train.,class
https://www.commoncoreontologies.org/ont00000776,Signal Detection Artifact Function,"An Artifact Function that is realized in the process of discerning between information-bearing patterns and random patterns, or noise, that distract from the information.",class
https://www.commoncoreontologies.org/ont00000777,Hydraulic Motor,A Physically Powered Engine that converts hydraulic pressure and flow into torque and angular displacement.,class
https://www.commoncoreontologies.org/ont00000778,Chemical Depot,A Storage Facility that is designed to store chemicals.,class
https://www.commoncoreontologies.org/ont00000779,Portion of Cryosphere,A fiat object part of the frozen part of a natural satellite's hydosphere,class
https://www.commoncoreontologies.org/ont00000780,Ethnicity,"A Quality that inheres in its bearers by virtue of a common heritage, often consisting of a common language, a common culture (often including a shared religion) and an ideology that stresses common ancestry or endogamy.",class
https://www.commoncoreontologies.org/ont00000781,Control System,"A Material Artifact that is designed to manage, command, direct, or regulate the behavior of at least one other Artifact.",class
https://www.commoncoreontologies.org/ont00000782,Factory,A Facility that is designed for manufacturing or refining material products.,class
https://www.commoncoreontologies.org/ont00000783,Stasis of Non-Mission Capable Maintenance,A Stasis of Non-Mission Capable during which the participating Continuant is not capable of performing its primary functions for the specified Mission due to participating in an Act Of Maintenance.,class
https://www.commoncoreontologies.org/ont00000784,Optical Property,An Electromagnetic Radiation Property that is realized when its bearer interacts with electromagnetic waves within the visible light spectrum.,class
https://www.commoncoreontologies.org/ont00000785,Radio Repeater,"A Radio Transceiver that is designed to receive a radio signal, amplify it, and retransmit it (often on another frequency).",class
https://www.commoncoreontologies.org/ont00000786,Increase of Role,An Increase of Realizable Entity in which some Independent Continuant has an increase of some Role that it bears.,class
https://www.commoncoreontologies.org/ont00000787,Altitude,A Height that inheres in a Site that externally connects an Independent Continuant to either the surface of the Earth or the Earth's mean Sea Level.,class
https://www.commoncoreontologies.org/ont00000788,Turbine Steam Engine,A Steam Engine that is designed to extract thermal energy from pressurized steam and use it to do mechanical work on a rotating output shaft.,class
https://www.commoncoreontologies.org/ont00000789,Translational Motion,A Motion Process in which the participating Object changes its position from one portion of space to another.,class
https://www.commoncoreontologies.org/ont00000790,Direct Current Power Source,An Electrical Power Source that is designed to transfer electrical power in the form of direct current.,class
https://www.commoncoreontologies.org/ont00000791,Chemical Reaction Artifact Function,An Artifact Function that is realized in a process that leads to the transformation of one set of chemical substances to another.,class
https://www.commoncoreontologies.org/ont00000792,Catadioptric Optical Telescope,An Optical Telescope that is designed to aid in the observation of spatially distant Objects by means of collecting and focusing visible light through the use of a combination of Lenses and Mirrors to form an enhanced image of the Object.,class
https://www.commoncoreontologies.org/ont00000793,Fuel Ventilation System,A Fluid Control Artifact that is designed to allow air into the Fuel Tank to take the place of burned fuel.,class
https://www.commoncoreontologies.org/ont00000794,Geospatial Ellipse,A One-Dimensional Geospatial Boundary that is formed by following a symmetric arc between four vertices which are connected to the center point of the ellipse via a straight line.,class
https://www.commoncoreontologies.org/ont00000795,Electrical Conduction Artifact Function,An Electrical Artifact Function that is realized by an Artifact being used to conduct an electric current.,class
https://www.commoncoreontologies.org/ont00000796,Rail Transport Vehicle,"A Ground Vehicle that is designed to convey cargo, passengers, or equipment by Railway.",class
https://www.commoncoreontologies.org/ont00000797,Hazel,"A Color that is a combination of Brown and Green, typically associated with eye color.",class
https://www.commoncoreontologies.org/ont00000798,Information Bearing Artifact,A Material Artifact that carries an Information Content Entity and is designed to do so using a particular format or structure.,class
https://www.commoncoreontologies.org/ont00000799,List,An Information Bearing Artifact that consists of one or more Information Bearing Artifacts that carry Information Content Entities and are the subjects of some Sequence Position Ordinality.,class
https://www.commoncoreontologies.org/ont00000800,Day,A Temporal Interval that is equal to the approximate length of time required for an Astronomical Body to complete one rotation around its Rotational Axis as specified relative to a particular Temporal Reference System.,class
https://www.commoncoreontologies.org/ont00000801,y-Axis,A Coordinate System Axis designated by the variable 'y'.,class
https://www.commoncoreontologies.org/ont00000802,Stage,An Entertainment Facility that is designed to provide a space upon which entertaining performances or productions can occur.,class
https://www.commoncoreontologies.org/ont00000803,Round,A Shape Quality that inheres in a bearer in virtue of every point along its circumference being equidistant from the center.,class
https://www.commoncoreontologies.org/ont00000804,Prism,An Optical Instrument that is designed to refract light and which consists of a transparent material with flat polished surfaces where at least two of these surfaces have an angle between them.,class
https://www.commoncoreontologies.org/ont00000805,Coiled,A Shape Quality inhering in a bearer in virtue of the bearer being wound in concentric rings or spirals.,class
https://www.commoncoreontologies.org/ont00000806,Power Tool,A Tool that is designed to be actuated by a Power Source and mechanism other than or in addition to manual labor.,class
https://www.commoncoreontologies.org/ont00000807,Compression Ignition Engine,An Internal Combustion Engine that is designed to operate by igniting a portion of Fuel and Oxidizer mixture using heat generated via compression of the mixture.,class
https://www.commoncoreontologies.org/ont00000808,Reactant Artifact Function,A Chemical Reaction Artifact Function that is realized in a process in which a substance or compound is added to a system in order to bring about a chemical reaction and is consumed in the course of the reaction.,class
https://www.commoncoreontologies.org/ont00000809,Submersible Artifact Function,An Artifact Function that is realized in processes of operating while submerged in water.,class
https://www.commoncoreontologies.org/ont00000810,Multi-Week Temporal Interval,A one-dimensional temporal region that is measured in Weeks and spans at least one Week.,class
https://www.commoncoreontologies.org/ont00000811,Radio Wave Conversion Artifact Function,An Artifact Function that is realized by an Artifact being used to convert electric power into radio waves or radio waves into electric power.,class
https://www.commoncoreontologies.org/ont00000812,Electromagnetic Pulse,An Electromagnetic Wave Process that consists of a short high-energy burst of electromagnetic energy.,class
https://www.commoncoreontologies.org/ont00000813,Portion of Nuclear Fuel,A Portion of Material that is designed to be used in a nuclear fission process to produce energy.,class
https://www.commoncoreontologies.org/ont00000814,Water Treatment Facility,A Facility that is designed for making water more acceptable for a specific end-use.,class
https://www.commoncoreontologies.org/ont00000815,Folded,A Shape Quality inhering in a bearer in virtue of one part of the bearer being layered over another connected part.,class
https://www.commoncoreontologies.org/ont00000816,Portion of Liquid Nitrogen,A Portion of Cryogenic Material that is composed (almost) entirely of liquid nitrogen.,class
https://www.commoncoreontologies.org/ont00000817,Geospatial Line String,"A One-Dimensional Geospatial Boundary that has two or more Geospatial Positions as vertices, where each vertex is connected to only one other vertex by a straight line.",class
https://www.commoncoreontologies.org/ont00000818,Orange,A Color that is between Red and Yellow with a wavelength in the visible spectrum typically between 590 to 635 nanometers.,class
https://www.commoncoreontologies.org/ont00000819,Stasis,A Process in which one or more Independent Continuants endure in an unchanging condition.,class
https://www.commoncoreontologies.org/ont00000820,Stasis of Function,A Stasis of Realizable Entity in which some Independent Continuant bears some Function that remains unchanged during a Temporal Interval.,class
https://www.commoncoreontologies.org/ont00000821,Act of Promising,"An Act of Commissive Communication performed by declaring that the promising agent will do, or refrain from doing, the specified action.",class
https://www.commoncoreontologies.org/ont00000822,Very Low Frequency,A Radio Frequency that is between 3 and 30 kHz.,class
https://www.commoncoreontologies.org/ont00000823,Optical Communication Artifact Function,An Electromagnetic Communication Artifact Function that is realized in a process that conveys meaningful signs by means of visible light.,class
https://www.commoncoreontologies.org/ont00000824,Stasis of Role,A Stasis of Realizable Entity in which some Independent Continuant bears some Role that remains unchanged during a Temporal Interval.,class
https://www.commoncoreontologies.org/ont00000825,Telecommunication Network Line,A Communication Artifact that is designed to be the physical transmission medium that connects two or more Telecommunication Network Nodes within a Telecommunication Network to facilitate communication between the Nodes.,class
https://www.commoncoreontologies.org/ont00000826,Refractivity,A Radiation Reflectivity that inheres in a bearer in virtue of the capacity of that bearer to change the direction of a propagating wave when passing through it.,class
https://www.commoncoreontologies.org/ont00000827,Time of Day Identifier,A Temporal Instant Identifier that designates some Time of Day.,class
https://www.commoncoreontologies.org/ont00000828,Pesticide Artifact Function,"A Poison Artifact Function that is realized in a process which causes illness in, or the death of, a living thing that is detrimental to humans or human concerns.",class
https://www.commoncoreontologies.org/ont00000829,Time Zone Identifier,"A Spatial Region Identifier that designates the region associated with some uniform standard time for legal, commercial, or social purposes.",class
https://www.commoncoreontologies.org/ont00000830,Speed,A Process Profile that is characterized by the magnitude of an object's motion with respect to a frame of reference during some time period.,class
https://www.commoncoreontologies.org/ont00000831,Herbicide Artifact Function,"A Pesticide Artifact Function that is realized in a process which causes harm to, or the death to, unwanted plants.",class
https://www.commoncoreontologies.org/ont00000832,Year,A Temporal Interval that is equal to the approximate length of time required for an Astronomical Body to complete one Orbital Revolution around its Primary Body as specified relative to a particular Temporal Reference System.,class
https://www.commoncoreontologies.org/ont00000833,Julian Date Identifier,A Decimal Time of Day Identifier that designates a Julian Date and is composed of both a Julian Day Number and a Julian Date Fraction.,class
https://www.commoncoreontologies.org/ont00000834,Mid Infrared Light Frequency,An Infrared Light Frequency that is between 20 and 214 terahertz.,class
https://www.commoncoreontologies.org/ont00000835,Body Shape,A Shape Quality inhering in a Person's body by virtue of the body's general outline or figure.,class
https://www.commoncoreontologies.org/ont00000836,Act of Financial Instrument Use,An Act of Artifact Employment in which some Agent uses some Financial Instrument.,class
https://www.commoncoreontologies.org/ont00000837,Family,A Group of Persons related to one another by ancestry or marriage.,class
https://www.commoncoreontologies.org/ont00000838,Portion of Fuel,A Portion of Material that is designed to release thermal energy when reacted with other substances.,class
https://www.commoncoreontologies.org/ont00000839,Act of Donating,An Act of Financial Instrument Use wherein a Financial Instrument is tranfered by an Agent (the Donor) to another Agent (the Recipient) without return consideration.,class
https://www.commoncoreontologies.org/ont00000840,Bicycle,"A Ground Vehicle that consists of two wheels, one in front of the other, attached to a frame along with handlebars and pedals such that it is designed to receive its motive power from pedaling.",class
https://www.commoncoreontologies.org/ont00000841,Explosive Artifact Function,A Damaging Artifact Function that is realized in a process in which the structural integrity of an entity is impaired beucase of the rapid increase in volume and release of energy in an extreme manner.,class
https://www.commoncoreontologies.org/ont00000842,Sub-Bass Frequency,A Sonic Frequency that is between 20 and 60 Hz.,class
https://www.commoncoreontologies.org/ont00000843,Solar Panel,An Electrical Power Source that consists in part of one or more photovoltaic (i.e. solar) cells that convert light energy (photons) directly into electricity by means of the photovoltaic effect.,class
https://www.commoncoreontologies.org/ont00000844,Measurement Unit of Temperature,A Measurement Unit that is used as a standard for measurement of the thermal energy in an object.,class
https://www.commoncoreontologies.org/ont00000845,Proportional Ratio Measurement Information Content Entity,A Ratio Measurement Information Content Entity that is a measurement of a portion of a whole (described by the numerator) compared against that whole (described by the denominator) where the whole is a nominally described set of like entities.,class
https://www.commoncoreontologies.org/ont00000846,Hydroelectric Power Plant,An Electric Power Station that is designed to convert hydropower into electrical power.,class
https://www.commoncoreontologies.org/ont00000847,Active Stasis,A Stasis of Artifact Operationality that holds during a Temporal Interval when an Artifact is realizing one or more of its designed Artifact Functions (especially one of its primary functions).,class
https://www.commoncoreontologies.org/ont00000848,Mounted Gun,A Firearm that is designed to be fired while mounted.,class
https://www.commoncoreontologies.org/ont00000849,Heating System,An Environment Control System that is designed to heat the air or objects in a Site.,class
